t,W
" 5.003461e-11"," 1.155579e+14"
" 5.006797e-11"," 1.154770e+14"
" 5.010133e-11"," 1.153961e+14"
" 5.013468e-11"," 1.153151e+14"
" 5.016804e-11"," 1.152342e+14"
" 5.020140e-11"," 1.151532e+14"
" 5.023475e-11"," 1.150722e+14"
" 5.026811e-11"," 1.149912e+14"
" 5.030147e-11"," 1.149101e+14"
" 5.033482e-11"," 1.148290e+14"
" 5.036818e-11"," 1.147479e+14"
" 5.040153e-11"," 1.146668e+14"
" 5.043489e-11"," 1.145856e+14"
" 5.046825e-11"," 1.145043e+14"
" 5.050160e-11"," 1.144230e+14"
" 5.053496e-11"," 1.143416e+14"
" 5.056832e-11"," 1.142602e+14"
" 5.060167e-11"," 1.141788e+14"
" 5.063503e-11"," 1.140972e+14"
" 5.066839e-11"," 1.140157e+14"
" 5.070174e-11"," 1.139340e+14"
" 5.073510e-11"," 1.138524e+14"
" 5.076846e-11"," 1.137706e+14"
" 5.080181e-11"," 1.136889e+14"
" 5.083517e-11"," 1.136071e+14"
" 5.086852e-11"," 1.135252e+14"
" 5.090188e-11"," 1.134433e+14"
" 5.093524e-11"," 1.133614e+14"
" 5.096859e-11"," 1.132794e+14"
" 5.100195e-11"," 1.131974e+14"
" 5.103531e-11"," 1.131154e+14"
" 5.106866e-11"," 1.130333e+14"
" 5.110202e-11"," 1.129512e+14"
" 5.113538e-11"," 1.128691e+14"
" 5.116873e-11"," 1.127869e+14"
" 5.120209e-11"," 1.127046e+14"
" 5.123545e-11"," 1.126224e+14"
" 5.126880e-11"," 1.125400e+14"
" 5.130216e-11"," 1.124577e+14"
" 5.133551e-11"," 1.123752e+14"
" 5.136887e-11"," 1.122927e+14"
" 5.140223e-11"," 1.122101e+14"
" 5.143558e-11"," 1.121275e+14"
" 5.146894e-11"," 1.120448e+14"
" 5.150230e-11"," 1.119620e+14"
" 5.153565e-11"," 1.118791e+14"
" 5.156901e-11"," 1.117962e+14"
" 5.160237e-11"," 1.117132e+14"
" 5.163572e-11"," 1.116301e+14"
" 5.166908e-11"," 1.115470e+14"
" 5.170243e-11"," 1.114638e+14"
" 5.173579e-11"," 1.113807e+14"
" 5.176915e-11"," 1.112975e+14"
" 5.180250e-11"," 1.112143e+14"
" 5.183586e-11"," 1.111311e+14"
" 5.186922e-11"," 1.110480e+14"
" 5.190257e-11"," 1.109648e+14"
" 5.193593e-11"," 1.108818e+14"
" 5.196929e-11"," 1.107987e+14"
" 5.200264e-11"," 1.107158e+14"
" 5.203600e-11"," 1.106329e+14"
" 5.206936e-11"," 1.105502e+14"
" 5.210271e-11"," 1.104675e+14"
" 5.213607e-11"," 1.103849e+14"
" 5.216942e-11"," 1.103023e+14"
" 5.220278e-11"," 1.102199e+14"
" 5.223614e-11"," 1.101374e+14"
" 5.226949e-11"," 1.100551e+14"
" 5.230285e-11"," 1.099727e+14"
" 5.233621e-11"," 1.098904e+14"
" 5.236956e-11"," 1.098081e+14"
" 5.240292e-11"," 1.097258e+14"
" 5.243628e-11"," 1.096436e+14"
" 5.246963e-11"," 1.095613e+14"
" 5.250299e-11"," 1.094790e+14"
" 5.253634e-11"," 1.093967e+14"
" 5.256970e-11"," 1.093144e+14"
" 5.260306e-11"," 1.092320e+14"
" 5.263641e-11"," 1.091497e+14"
" 5.266977e-11"," 1.090673e+14"
" 5.270313e-11"," 1.089848e+14"
" 5.273648e-11"," 1.089024e+14"
" 5.276984e-11"," 1.088200e+14"
" 5.280320e-11"," 1.087376e+14"
" 5.283655e-11"," 1.086551e+14"
" 5.286991e-11"," 1.085727e+14"
" 5.290327e-11"," 1.084902e+14"
" 5.293662e-11"," 1.084078e+14"
" 5.296998e-11"," 1.083253e+14"
" 5.300333e-11"," 1.082429e+14"
" 5.303669e-11"," 1.081605e+14"
" 5.307005e-11"," 1.080781e+14"
" 5.310340e-11"," 1.079957e+14"
" 5.313676e-11"," 1.079133e+14"
" 5.317012e-11"," 1.078309e+14"
" 5.320347e-11"," 1.077485e+14"
" 5.323683e-11"," 1.076661e+14"
" 5.327019e-11"," 1.075837e+14"
" 5.330354e-11"," 1.075014e+14"
" 5.333690e-11"," 1.074190e+14"
" 5.337026e-11"," 1.073365e+14"
" 5.340361e-11"," 1.072541e+14"
" 5.343697e-11"," 1.071717e+14"
" 5.347032e-11"," 1.070892e+14"
" 5.350368e-11"," 1.070067e+14"
" 5.353704e-11"," 1.069242e+14"
" 5.357039e-11"," 1.068417e+14"
" 5.360375e-11"," 1.067592e+14"
" 5.363711e-11"," 1.066766e+14"
" 5.367046e-11"," 1.065940e+14"
" 5.370382e-11"," 1.065115e+14"
" 5.373718e-11"," 1.064289e+14"
" 5.377053e-11"," 1.063464e+14"
" 5.380389e-11"," 1.062639e+14"
" 5.383724e-11"," 1.061814e+14"
" 5.387060e-11"," 1.060990e+14"
" 5.390396e-11"," 1.060167e+14"
" 5.393731e-11"," 1.059344e+14"
" 5.397067e-11"," 1.058522e+14"
" 5.400403e-11"," 1.057701e+14"
" 5.403738e-11"," 1.056880e+14"
" 5.407074e-11"," 1.056061e+14"
" 5.410410e-11"," 1.055242e+14"
" 5.413745e-11"," 1.054424e+14"
" 5.417081e-11"," 1.053606e+14"
" 5.420417e-11"," 1.052790e+14"
" 5.423752e-11"," 1.051973e+14"
" 5.427088e-11"," 1.051157e+14"
" 5.430423e-11"," 1.050340e+14"
" 5.433759e-11"," 1.049524e+14"
" 5.437095e-11"," 1.048707e+14"
" 5.440430e-11"," 1.047891e+14"
" 5.443766e-11"," 1.047073e+14"
" 5.447102e-11"," 1.046255e+14"
" 5.450437e-11"," 1.045437e+14"
" 5.453773e-11"," 1.044617e+14"
" 5.457109e-11"," 1.043797e+14"
" 5.460444e-11"," 1.042976e+14"
" 5.463780e-11"," 1.042154e+14"
" 5.467116e-11"," 1.041331e+14"
" 5.470451e-11"," 1.040508e+14"
" 5.473787e-11"," 1.039684e+14"
" 5.477122e-11"," 1.038860e+14"
" 5.480458e-11"," 1.038035e+14"
" 5.483794e-11"," 1.037210e+14"
" 5.487129e-11"," 1.036384e+14"
" 5.490465e-11"," 1.035558e+14"
" 5.493801e-11"," 1.034733e+14"
" 5.497136e-11"," 1.033907e+14"
" 5.500472e-11"," 1.033081e+14"
" 5.503808e-11"," 1.032255e+14"
" 5.507143e-11"," 1.031429e+14"
" 5.510479e-11"," 1.030604e+14"
" 5.513814e-11"," 1.029779e+14"
" 5.517150e-11"," 1.028954e+14"
" 5.520486e-11"," 1.028129e+14"
" 5.523821e-11"," 1.027304e+14"
" 5.527157e-11"," 1.026480e+14"
" 5.530493e-11"," 1.025656e+14"
" 5.533828e-11"," 1.024832e+14"
" 5.537164e-11"," 1.024008e+14"
" 5.540500e-11"," 1.023184e+14"
" 5.543835e-11"," 1.022361e+14"
" 5.547171e-11"," 1.021538e+14"
" 5.550507e-11"," 1.020715e+14"
" 5.553842e-11"," 1.019893e+14"
" 5.557178e-11"," 1.019070e+14"
" 5.560513e-11"," 1.018248e+14"
" 5.563849e-11"," 1.017426e+14"
" 5.567185e-11"," 1.016604e+14"
" 5.570520e-11"," 1.015782e+14"
" 5.573856e-11"," 1.014960e+14"
" 5.577192e-11"," 1.014137e+14"
" 5.580527e-11"," 1.013314e+14"
" 5.583863e-11"," 1.012490e+14"
" 5.587199e-11"," 1.011666e+14"
" 5.590534e-11"," 1.010840e+14"
" 5.593870e-11"," 1.010014e+14"
" 5.597206e-11"," 1.009188e+14"
" 5.600541e-11"," 1.008360e+14"
" 5.603877e-11"," 1.007530e+14"
" 5.607212e-11"," 1.006700e+14"
" 5.610548e-11"," 1.005869e+14"
" 5.613884e-11"," 1.005036e+14"
" 5.617219e-11"," 1.004202e+14"
" 5.620555e-11"," 1.003367e+14"
" 5.623891e-11"," 1.002532e+14"
" 5.627226e-11"," 1.001695e+14"
" 5.630562e-11"," 1.000858e+14"
" 5.633898e-11"," 1.000020e+14"
" 5.637233e-11"," 9.991809e+13"
" 5.640569e-11"," 9.983414e+13"
" 5.643904e-11"," 9.975014e+13"
" 5.647240e-11"," 9.966609e+13"
" 5.650576e-11"," 9.958200e+13"
" 5.653911e-11"," 9.949786e+13"
" 5.657247e-11"," 9.941370e+13"
" 5.660583e-11"," 9.932950e+13"
" 5.663918e-11"," 9.924525e+13"
" 5.667254e-11"," 9.916097e+13"
" 5.670590e-11"," 9.907663e+13"
" 5.673925e-11"," 9.899225e+13"
" 5.677261e-11"," 9.890780e+13"
" 5.680597e-11"," 9.882330e+13"
" 5.683932e-11"," 9.873873e+13"
" 5.687268e-11"," 9.865409e+13"
" 5.690603e-11"," 9.856938e+13"
" 5.693939e-11"," 9.848460e+13"
" 5.697275e-11"," 9.839973e+13"
" 5.700610e-11"," 9.831477e+13"
" 5.703946e-11"," 9.822973e+13"
" 5.707282e-11"," 9.814459e+13"
" 5.710617e-11"," 9.805935e+13"
" 5.713953e-11"," 9.797403e+13"
" 5.717289e-11"," 9.788861e+13"
" 5.720624e-11"," 9.780309e+13"
" 5.723960e-11"," 9.771748e+13"
" 5.727296e-11"," 9.763177e+13"
" 5.730631e-11"," 9.754597e+13"
" 5.733967e-11"," 9.746007e+13"
" 5.737302e-11"," 9.737408e+13"
" 5.740638e-11"," 9.728798e+13"
" 5.743974e-11"," 9.720180e+13"
" 5.747309e-11"," 9.711551e+13"
" 5.750645e-11"," 9.702913e+13"
" 5.753981e-11"," 9.694265e+13"
" 5.757316e-11"," 9.685607e+13"
" 5.760652e-11"," 9.676939e+13"
" 5.763988e-11"," 9.668261e+13"
" 5.767323e-11"," 9.659573e+13"
" 5.770659e-11"," 9.650874e+13"
" 5.773994e-11"," 9.642165e+13"
" 5.777330e-11"," 9.633444e+13"
" 5.780666e-11"," 9.624713e+13"
" 5.784001e-11"," 9.615970e+13"
" 5.787337e-11"," 9.607215e+13"
" 5.790673e-11"," 9.598449e+13"
" 5.794008e-11"," 9.589671e+13"
" 5.797344e-11"," 9.580881e+13"
" 5.800680e-11"," 9.572079e+13"
" 5.804015e-11"," 9.563264e+13"
" 5.807351e-11"," 9.554436e+13"
" 5.810687e-11"," 9.545596e+13"
" 5.814022e-11"," 9.536743e+13"
" 5.817358e-11"," 9.527877e+13"
" 5.820693e-11"," 9.518998e+13"
" 5.824029e-11"," 9.510106e+13"
" 5.827365e-11"," 9.501200e+13"
" 5.830700e-11"," 9.492282e+13"
" 5.834036e-11"," 9.483350e+13"
" 5.837372e-11"," 9.474404e+13"
" 5.840707e-11"," 9.465445e+13"
" 5.844043e-11"," 9.456472e+13"
" 5.847379e-11"," 9.447486e+13"
" 5.850714e-11"," 9.438486e+13"
" 5.854050e-11"," 9.429472e+13"
" 5.857386e-11"," 9.420443e+13"
" 5.860721e-11"," 9.411401e+13"
" 5.864057e-11"," 9.402345e+13"
" 5.867392e-11"," 9.393275e+13"
" 5.870728e-11"," 9.384191e+13"
" 5.874064e-11"," 9.375093e+13"
" 5.877399e-11"," 9.365982e+13"
" 5.880735e-11"," 9.356856e+13"
" 5.884071e-11"," 9.347716e+13"
" 5.887406e-11"," 9.338563e+13"
" 5.890742e-11"," 9.329396e+13"
" 5.894078e-11"," 9.320215e+13"
" 5.897413e-11"," 9.311020e+13"
" 5.900749e-11"," 9.301811e+13"
" 5.904084e-11"," 9.292589e+13"
" 5.907420e-11"," 9.283352e+13"
" 5.910756e-11"," 9.274102e+13"
" 5.914091e-11"," 9.264838e+13"
" 5.917427e-11"," 9.255559e+13"
" 5.920763e-11"," 9.246267e+13"
" 5.924098e-11"," 9.236959e+13"
" 5.927434e-11"," 9.227637e+13"
" 5.930770e-11"," 9.218300e+13"
" 5.934105e-11"," 9.208949e+13"
" 5.937441e-11"," 9.199582e+13"
" 5.940777e-11"," 9.190200e+13"
" 5.944112e-11"," 9.180802e+13"
" 5.947448e-11"," 9.171389e+13"
" 5.950783e-11"," 9.161960e+13"
" 5.954119e-11"," 9.152515e+13"
" 5.957455e-11"," 9.143055e+13"
" 5.960790e-11"," 9.133578e+13"
" 5.964126e-11"," 9.124086e+13"
" 5.967462e-11"," 9.114577e+13"
" 5.970797e-11"," 9.105053e+13"
" 5.974133e-11"," 9.095513e+13"
" 5.977469e-11"," 9.085958e+13"
" 5.980804e-11"," 9.076386e+13"
" 5.984140e-11"," 9.066799e+13"
" 5.987476e-11"," 9.057197e+13"
" 5.990811e-11"," 9.047579e+13"
" 5.994147e-11"," 9.037945e+13"
" 5.997482e-11"," 9.028297e+13"
" 6.000818e-11"," 9.018632e+13"
" 6.004154e-11"," 9.008953e+13"
" 6.007489e-11"," 8.999258e+13"
" 6.010825e-11"," 8.989548e+13"
" 6.014161e-11"," 8.979823e+13"
" 6.017496e-11"," 8.970082e+13"
" 6.020832e-11"," 8.960325e+13"
" 6.024168e-11"," 8.950554e+13"
" 6.027503e-11"," 8.940766e+13"
" 6.030839e-11"," 8.930963e+13"
" 6.034174e-11"," 8.921145e+13"
" 6.037510e-11"," 8.911310e+13"
" 6.040846e-11"," 8.901460e+13"
" 6.044181e-11"," 8.891594e+13"
" 6.047517e-11"," 8.881712e+13"
" 6.050853e-11"," 8.871815e+13"
" 6.054188e-11"," 8.861901e+13"
" 6.057524e-11"," 8.851971e+13"
" 6.060860e-11"," 8.842026e+13"
" 6.064195e-11"," 8.832064e+13"
" 6.067531e-11"," 8.822088e+13"
" 6.070867e-11"," 8.812095e+13"
" 6.074202e-11"," 8.802088e+13"
" 6.077538e-11"," 8.792065e+13"
" 6.080873e-11"," 8.782028e+13"
" 6.084209e-11"," 8.771975e+13"
" 6.087545e-11"," 8.761908e+13"
" 6.090880e-11"," 8.751827e+13"
" 6.094216e-11"," 8.741731e+13"
" 6.097552e-11"," 8.731621e+13"
" 6.100887e-11"," 8.721497e+13"
" 6.104223e-11"," 8.711360e+13"
" 6.107559e-11"," 8.701208e+13"
" 6.110894e-11"," 8.691043e+13"
" 6.114230e-11"," 8.680864e+13"
" 6.117566e-11"," 8.670671e+13"
" 6.120901e-11"," 8.660464e+13"
" 6.124237e-11"," 8.650243e+13"
" 6.127572e-11"," 8.640009e+13"
" 6.130908e-11"," 8.629760e+13"
" 6.134244e-11"," 8.619498e+13"
" 6.137579e-11"," 8.609221e+13"
" 6.140915e-11"," 8.598931e+13"
" 6.144251e-11"," 8.588626e+13"
" 6.147586e-11"," 8.578307e+13"
" 6.150922e-11"," 8.567975e+13"
" 6.154258e-11"," 8.557628e+13"
" 6.157593e-11"," 8.547267e+13"
" 6.160929e-11"," 8.536891e+13"
" 6.164264e-11"," 8.526502e+13"
" 6.167600e-11"," 8.516099e+13"
" 6.170936e-11"," 8.505683e+13"
" 6.174271e-11"," 8.495253e+13"
" 6.177607e-11"," 8.484810e+13"
" 6.180943e-11"," 8.474354e+13"
" 6.184278e-11"," 8.463885e+13"
" 6.187614e-11"," 8.453403e+13"
" 6.190950e-11"," 8.442908e+13"
" 6.194285e-11"," 8.432401e+13"
" 6.197621e-11"," 8.421881e+13"
" 6.200957e-11"," 8.411349e+13"
" 6.204292e-11"," 8.400805e+13"
" 6.207628e-11"," 8.390250e+13"
" 6.210963e-11"," 8.379682e+13"
" 6.214299e-11"," 8.369103e+13"
" 6.217635e-11"," 8.358512e+13"
" 6.220970e-11"," 8.347910e+13"
" 6.224306e-11"," 8.337297e+13"
" 6.227642e-11"," 8.326672e+13"
" 6.230977e-11"," 8.316037e+13"
" 6.234313e-11"," 8.305391e+13"
" 6.237649e-11"," 8.294734e+13"
" 6.240984e-11"," 8.284066e+13"
" 6.244320e-11"," 8.273388e+13"
" 6.247656e-11"," 8.262699e+13"
" 6.250991e-11"," 8.252000e+13"
" 6.254327e-11"," 8.241292e+13"
" 6.257662e-11"," 8.230573e+13"
" 6.260998e-11"," 8.219844e+13"
" 6.264334e-11"," 8.209106e+13"
" 6.267669e-11"," 8.198357e+13"
" 6.271005e-11"," 8.187599e+13"
" 6.274341e-11"," 8.176831e+13"
" 6.277676e-11"," 8.166053e+13"
" 6.281012e-11"," 8.155266e+13"
" 6.284348e-11"," 8.144468e+13"
" 6.287683e-11"," 8.133662e+13"
" 6.291019e-11"," 8.122845e+13"
" 6.294354e-11"," 8.112019e+13"
" 6.297690e-11"," 8.101184e+13"
" 6.301026e-11"," 8.090339e+13"
" 6.304361e-11"," 8.079485e+13"
" 6.307697e-11"," 8.068621e+13"
" 6.311033e-11"," 8.057748e+13"
" 6.314368e-11"," 8.046866e+13"
" 6.317704e-11"," 8.035976e+13"
" 6.321040e-11"," 8.025077e+13"
" 6.324375e-11"," 8.014170e+13"
" 6.327711e-11"," 8.003255e+13"
" 6.331047e-11"," 7.992332e+13"
" 6.334382e-11"," 7.981403e+13"
" 6.337718e-11"," 7.970466e+13"
" 6.341053e-11"," 7.959522e+13"
" 6.344389e-11"," 7.948572e+13"
" 6.347725e-11"," 7.937615e+13"
" 6.351060e-11"," 7.926652e+13"
" 6.354396e-11"," 7.915683e+13"
" 6.357732e-11"," 7.904709e+13"
" 6.361067e-11"," 7.893729e+13"
" 6.364403e-11"," 7.882744e+13"
" 6.367739e-11"," 7.871753e+13"
" 6.371074e-11"," 7.860757e+13"
" 6.374410e-11"," 7.849755e+13"
" 6.377746e-11"," 7.838747e+13"
" 6.381081e-11"," 7.827734e+13"
" 6.384417e-11"," 7.816715e+13"
" 6.387752e-11"," 7.805691e+13"
" 6.391088e-11"," 7.794661e+13"
" 6.394424e-11"," 7.783626e+13"
" 6.397759e-11"," 7.772585e+13"
" 6.401095e-11"," 7.761539e+13"
" 6.404431e-11"," 7.750487e+13"
" 6.407766e-11"," 7.739429e+13"
" 6.411102e-11"," 7.728367e+13"
" 6.414438e-11"," 7.717299e+13"
" 6.417773e-11"," 7.706226e+13"
" 6.421109e-11"," 7.695149e+13"
" 6.424444e-11"," 7.684068e+13"
" 6.427780e-11"," 7.672983e+13"
" 6.431116e-11"," 7.661895e+13"
" 6.434451e-11"," 7.650802e+13"
" 6.437787e-11"," 7.639707e+13"
" 6.441123e-11"," 7.628609e+13"
" 6.444458e-11"," 7.617508e+13"
" 6.447794e-11"," 7.606405e+13"
" 6.451130e-11"," 7.595300e+13"
" 6.454465e-11"," 7.584194e+13"
" 6.457801e-11"," 7.573085e+13"
" 6.461137e-11"," 7.561975e+13"
" 6.464472e-11"," 7.550864e+13"
" 6.467808e-11"," 7.539751e+13"
" 6.471143e-11"," 7.528636e+13"
" 6.474479e-11"," 7.517520e+13"
" 6.477815e-11"," 7.506402e+13"
" 6.481150e-11"," 7.495283e+13"
" 6.484486e-11"," 7.484162e+13"
" 6.487822e-11"," 7.473040e+13"
" 6.491157e-11"," 7.461915e+13"
" 6.494493e-11"," 7.450789e+13"
" 6.497829e-11"," 7.439662e+13"
" 6.501164e-11"," 7.428533e+13"
" 6.504500e-11"," 7.417402e+13"
" 6.507835e-11"," 7.406269e+13"
" 6.511171e-11"," 7.395135e+13"
" 6.514507e-11"," 7.383999e+13"
" 6.517842e-11"," 7.372862e+13"
" 6.521178e-11"," 7.361724e+13"
" 6.524514e-11"," 7.350585e+13"
" 6.527849e-11"," 7.339445e+13"
" 6.531185e-11"," 7.328304e+13"
" 6.534521e-11"," 7.317163e+13"
" 6.537856e-11"," 7.306021e+13"
" 6.541192e-11"," 7.294879e+13"
" 6.544528e-11"," 7.283737e+13"
" 6.547863e-11"," 7.272595e+13"
" 6.551199e-11"," 7.261453e+13"
" 6.554534e-11"," 7.250311e+13"
" 6.557870e-11"," 7.239169e+13"
" 6.561206e-11"," 7.228028e+13"
" 6.564541e-11"," 7.216888e+13"
" 6.567877e-11"," 7.205748e+13"
" 6.571213e-11"," 7.194610e+13"
" 6.574548e-11"," 7.183473e+13"
" 6.577884e-11"," 7.172337e+13"
" 6.581220e-11"," 7.161203e+13"
" 6.584555e-11"," 7.150070e+13"
" 6.587891e-11"," 7.138940e+13"
" 6.591227e-11"," 7.127811e+13"
" 6.594562e-11"," 7.116684e+13"
" 6.597898e-11"," 7.105560e+13"
" 6.601233e-11"," 7.094439e+13"
" 6.604569e-11"," 7.083320e+13"
" 6.607905e-11"," 7.072203e+13"
" 6.611240e-11"," 7.061090e+13"
" 6.614576e-11"," 7.049979e+13"
" 6.617912e-11"," 7.038871e+13"
" 6.621247e-11"," 7.027765e+13"
" 6.624583e-11"," 7.016662e+13"
" 6.627919e-11"," 7.005561e+13"
" 6.631254e-11"," 6.994462e+13"
" 6.634590e-11"," 6.983366e+13"
" 6.637925e-11"," 6.972271e+13"
" 6.641261e-11"," 6.961179e+13"
" 6.644597e-11"," 6.950088e+13"
" 6.647932e-11"," 6.938999e+13"
" 6.651268e-11"," 6.927912e+13"
" 6.654604e-11"," 6.916827e+13"
" 6.657939e-11"," 6.905743e+13"
" 6.661275e-11"," 6.894661e+13"
" 6.664611e-11"," 6.883581e+13"
" 6.667946e-11"," 6.872503e+13"
" 6.671282e-11"," 6.861427e+13"
